id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V0348,Colombia,66,M,Machu Picchu,La Libertad,2025-11-24,7,2245,Bus
V0349,España,18,F,Cajamarca,Cusco,2025-08-08,4,1592,Avión
V0350,Colombia,66,F,,Puno,2025-01-17,4,1966,Auto
V0351,EEUU,43,F,Cajamarca,Lima,2025-10-14,5,4486,Tren
V0352,Argentina,51,M,Líneas de Nazca,La Libertad,2025-12-06,9,3127,
V0353,Ecuador,25,F,Cajamarca,Cajamarca,2025-12-14,9,1336,Bus
V0354,Francia,59,F,Amazonas,Loreto,2025-06-05,9,3131,Bus
V0355,Brasil,40,F,Líneas de Nazca,Puno,2025-05-24,9,937,Bus
V0356,Chile,51,F,Amazonas,Lima,2025-06-26,6,3278,
V0357,Chile,21,F,Caral,Cajamarca,2025-05-22,2,3526,
V0358,Perú,56,M,Cajamarca,Ica,2025-03-27,7,2513,
V0359,Ecuador,41,M,,Lima,2025-04-21,10,822,Tren
V0360,Perú,32,F,Machu Picchu,Ica,2025-04-01,10,3787,
V0361,España,35,M,Lago Titicaca,Lima,2025-06-15,6,467,Avión
V0362,Colombia,56,M,Cajamarca,Cajamarca,2025-08-07,9,4744,Bus
V0363,Perú,55,M,Lago Titicaca,La Libertad,2025-06-25,2,1974,Tren
V0364,Francia,42,M,Cajamarca,Ica,2025-03-27,9,2361,Bus
V0365,España,41,F,Líneas de Nazca,Loreto,2025-01-27,3,1726,Auto
V0366,Argentina,65,F,Cajamarca,Ica,2025-06-23,6,3826,Bus
V0367,Francia,51,M,Amazonas,Loreto,2025-09-08,1,625,Tren
V0368,Argentina,27,F,Cajamarca,La Libertad,2025-11-14,5,2560,Tren
V0369,Ecuador,36,F,Caral,Puno,2025-11-06,2,4811,Auto
V0370,Argentina,32,F,Líneas de Nazca,Ica,2025-08-25,4,1402,Tren
V0371,Francia,63,F,Amazonas,Lima,2025-03-19,5,1683,Bus
V0372,Francia,22,F,Cajamarca,Lima,2025-05-22,6,2347,Tren
V0373,Francia,35,M,Líneas de Nazca,Ica,2025-11-10,6,2137,
V0374,Argentina,70,F,Caral,Loreto,2025-05-19,9,1261,Bus
V0375,Francia,62,M,Lago Titicaca,La Libertad,2025-11-20,6,1109,Avión
V0376,España,47,M,Líneas de Nazca,Cusco,2025-03-20,1,1362,Avión
V0377,Francia,55,F,Lago Titicaca,Lima,2025-03-02,5,4413,
V0378,Brasil,32,F,Chan Chan,Cusco,2025-02-10,5,3067,Avión
V0379,Colombia,23,F,Machu Picchu,Puno,2025-09-08,8,3695,Tren
V0380,Brasil,55,F,Amazonas,Cusco,2025-11-09,1,2232,Tren
V0381,Francia,47,F,Líneas de Nazca,La Libertad,2025-01-15,6,1316,Tren
V0382,Colombia,29,M,Líneas de Nazca,Cusco,2025-11-04,2,3056,Auto
V0383,Perú,25,F,Machu Picchu,Loreto,2025-02-08,7,1539,Avión
V0384,Argentina,41,F,Machu Picchu,Cajamarca,2025-12-15,3,3360,Avión
V0385,Francia,66,F,Lago Titicaca,Lima,2025-04-26,5,3037,Auto
V0386,Brasil,62,M,Chan Chan,Cusco,2025-06-17,4,1514,
V0387,Perú,57,F,Caral,Cajamarca,2025-05-04,9,4420,Tren
V0388,EEUU,36,M,Líneas de Nazca,Loreto,2025-12-22,5,1239,Auto
V0389,EEUU,47,M,Cajamarca,Puno,2025-09-14,7,907,Bus
V0390,España,45,M,Cajamarca,La Libertad,2025-08-05,6,3000,Bus
V0391,Perú,25,F,Chan Chan,La Libertad,2025-07-17,4,4062,Auto
V0392,España,30,M,Chan Chan,Lima,2025-03-19,6,1017,Tren
V0393,EEUU,21,F,Chan Chan,Cajamarca,2025-03-06,10,4418,Auto
V0394,España,48,M,Lago Titicaca,Cajamarca,2025-12-02,4,4004,Avión
V0395,Colombia,19,F,,Ica,2025-03-14,6,2040,Tren
V0396,Francia,29,F,Chan Chan,Puno,2025-04-28,8,3106,Tren
V0397,Chile,52,M,Líneas de Nazca,Cajamarca,2025-02-10,8,1101,Tren
V0398,Francia,48,F,Chan Chan,Ica,2025-07-25,9,4975,Auto
V0399,Brasil,47,M,Amazonas,Cajamarca,2025-12-25,8,3492,Auto
V0400,Brasil,45,M,Cajamarca,Puno,2025-03-23,5,379,Avión
V0401,EEUU,28,F,Cajamarca,Lima,2025-01-10,4,4230,Avión
V0402,Colombia,45,M,Machu Picchu,Cajamarca,2025-06-24,10,4407,Avión
V0403,EEUU,62,M,Amazonas,Cusco,2025-03-24,6,1460,Tren
V0404,España,49,F,Chan Chan,Lima,2025-11-13,1,3272,Avión
V0405,EEUU,33,M,Chan Chan,Ica,2025-03-23,2,743,Avión
V0406,Ecuador,68,M,Machu Picchu,Puno,2025-10-07,3,953,
V0407,España,30,F,Lago Titicaca,Ica,2025-09-23,4,2421,Tren
V0408,Perú,39,F,Machu Picchu,Cusco,2025-08-13,1,1365,Tren
V0409,Colombia,29,M,Lago Titicaca,Loreto,2025-05-19,10,1895,Tren
V0410,Ecuador,29,F,Amazonas,La Libertad,2025-09-14,5,4555,Auto
V0411,EEUU,20,M,Lago Titicaca,Loreto,2025-04-24,2,3443,
V0412,EEUU,61,M,Chan Chan,Ica,2025-04-20,9,523,Tren
V0413,Perú,19,M,Amazonas,Loreto,2025-11-25,7,4267,Tren
V0414,Francia,48,F,Lago Titicaca,Ica,2025-05-05,2,2030,Tren
V0415,Argentina,21,F,Chan Chan,Ica,2025-07-19,4,1790,Bus
V0416,Chile,19,F,Lago Titicaca,Cusco,2025-03-07,4,2255,Bus
V0417,Chile,53,F,Líneas de Nazca,La Libertad,2025-12-14,6,2437,Bus
V0418,Francia,59,F,Machu Picchu,La Libertad,2025-05-24,8,602,Bus
V0419,Brasil,18,F,Lago Titicaca,La Libertad,2025-04-03,9,3019,
V0420,España,37,M,Caral,Loreto,2025-01-06,10,4933,Tren
V0421,España,39,M,Caral,Lima,2025-02-07,8,4878,Auto
V0422,Ecuador,44,M,Machu Picchu,Cusco,2025-01-13,8,1496,Avión
V0423,España,34,M,Líneas de Nazca,Loreto,2025-11-07,10,3429,Bus
V0424,Argentina,34,F,Amazonas,Lima,2025-07-28,6,1356,Tren
V0425,EEUU,48,F,Machu Picchu,Puno,2025-03-26,7,1129,Tren
V0426,España,36,F,Chan Chan,Ica,2025-07-17,6,3508,Bus
V0427,España,37,F,Amazonas,Loreto,2025-05-12,2,3683,
V0428,España,53,F,Caral,Cusco,2025-02-01,7,3708,Avión
V0429,Colombia,51,F,Lago Titicaca,Loreto,2025-06-22,10,989,
V0430,Chile,58,M,Cajamarca,Cajamarca,2025-02-28,3,2581,Tren
V0431,Colombia,37,M,Caral,Ica,2025-02-09,1,3201,Auto
V0432,España,43,F,Chan Chan,Puno,2025-08-08,9,2067,Bus
V0433,Argentina,65,M,Caral,La Libertad,2025-03-27,9,2586,Bus
V0434,España,27,M,Líneas de Nazca,Puno,2025-05-25,2,3626,
V0435,Colombia,45,F,Amazonas,Puno,2025-09-19,2,3777,Bus
V0436,Chile,45,F,Lago Titicaca,Cajamarca,2025-10-14,9,2651,Avión
V0437,Argentina,19,M,Líneas de Nazca,La Libertad,2025-03-15,4,3583,
V0438,EEUU,33,F,Líneas de Nazca,Lima,2025-02-22,9,2050,Auto
V0439,España,32,M,Caral,Cajamarca,2025-02-02,8,3023,Bus
V0440,Colombia,50,M,Machu Picchu,Cajamarca,2025-04-21,1,3360,
V0441,Francia,43,M,Machu Picchu,Cusco,2025-04-13,8,2158,Tren
V0442,Francia,64,M,Chan Chan,Loreto,2025-12-03,5,1032,Auto
V0443,España,31,M,Caral,Ica,2025-02-19,2,4984,Bus
V0444,Brasil,42,M,Chan Chan,Ica,2025-01-21,4,3632,Tren
V0445,Brasil,60,M,Amazonas,Ica,2025-12-12,9,3884,Bus
V0446,Perú,45,F,Amazonas,Cajamarca,2025-07-26,9,2538,Auto
V0447,Chile,67,F,Líneas de Nazca,Ica,2025-07-05,8,2428,
V0448,Brasil,60,M,Cajamarca,Cusco,2025-04-13,6,4236,
V0449,Colombia,41,M,Caral,Cajamarca,2025-12-27,6,3928,Bus
V0450,Francia,45,M,Lago Titicaca,La Libertad,2025-05-11,6,4542,Tren
V0451,Perú,22,F,Chan Chan,La Libertad,2025-03-09,7,1339,Auto
V0452,España,66,F,Lago Titicaca,Ica,2025-04-24,1,738,Tren
V0453,Ecuador,66,M,Amazonas,Lima,2025-05-06,6,840,
V0454,Argentina,59,F,,Lima,2025-08-19,6,535,Tren
V0455,Chile,53,F,Machu Picchu,Cajamarca,2025-10-04,8,833,Bus
V0456,EEUU,65,M,Machu Picchu,La Libertad,2025-11-13,4,3276,
V0457,Chile,61,F,Machu Picchu,Loreto,2025-06-06,9,2492,Tren
V0458,Chile,34,M,Lago Titicaca,Puno,2025-04-26,8,2142,Auto
V0459,Argentina,59,F,Amazonas,Cusco,2025-09-22,10,3082,Bus
V0460,Colombia,56,F,Líneas de Nazca,La Libertad,2025-12-21,3,1152,Auto
V0461,Argentina,58,F,Cajamarca,Loreto,2025-10-21,6,405,Avión
V0462,Chile,38,F,Machu Picchu,Ica,2025-12-17,5,3041,Tren
V0463,Perú,63,M,Líneas de Nazca,Cajamarca,2025-12-12,10,352,Avión
V0464,EEUU,48,F,Chan Chan,Cajamarca,2025-10-10,4,1514,Avión
V0465,Francia,63,M,Amazonas,Puno,2025-03-15,1,4389,Tren
V0466,Argentina,36,F,Caral,Puno,2025-08-20,3,3212,Avión
V0467,Colombia,63,M,Chan Chan,Cusco,2025-06-19,2,1075,Bus
V0468,España,32,F,Líneas de Nazca,Puno,2025-10-23,9,4231,Auto
V0469,Perú,21,M,Líneas de Nazca,Lima,2025-05-13,5,372,
V0470,Colombia,41,M,Chan Chan,Lima,2025-10-16,8,3918,Bus
V0471,España,22,M,Machu Picchu,Puno,2025-11-25,6,2561,Avión
V0472,Francia,66,M,Machu Picchu,Puno,2025-01-08,9,712,Avión
V0473,España,62,F,Lago Titicaca,La Libertad,2025-05-17,10,1701,Bus
V0474,Colombia,48,F,Chan Chan,Lima,2025-05-13,4,3407,Auto
V0475,Ecuador,65,F,Amazonas,Puno,2025-06-06,7,3674,Avión
V0476,Brasil,53,F,Chan Chan,Puno,2025-06-24,9,2579,Tren
V0477,España,27,F,Chan Chan,Ica,2025-12-19,3,530,
V0478,Colombia,52,F,Lago Titicaca,Cusco,2025-05-13,1,393,Bus
V0479,Chile,64,F,Caral,Cusco,2025-05-11,8,2324,
V0480,Chile,62,F,Chan Chan,La Libertad,2025-09-16,10,2817,
V0481,Chile,59,M,Machu Picchu,Loreto,2025-01-16,6,3248,Auto
V0482,Francia,36,M,Chan Chan,Lima,2025-01-21,4,4994,
V0483,EEUU,42,M,Chan Chan,Cajamarca,2025-08-14,1,4509,Bus
V0484,Perú,28,M,Líneas de Nazca,Ica,2025-12-26,5,1646,Auto
V0485,España,48,M,Cajamarca,La Libertad,2025-08-04,1,2597,Bus
V0486,Ecuador,19,M,Caral,Lima,2025-03-24,10,4088,
V0487,Perú,43,M,Chan Chan,Ica,2025-01-04,6,4089,
V0488,Chile,63,M,Líneas de Nazca,Cajamarca,2025-04-22,8,4579,
V0489,Perú,19,F,Lago Titicaca,Ica,2025-05-20,2,3522,Auto
V0490,Ecuador,35,M,Chan Chan,Loreto,2025-06-22,3,3205,Avión
V0491,Francia,54,M,Amazonas,Puno,2025-11-16,4,2839,Tren
V0492,Ecuador,28,M,,Lima,2025-12-07,9,4922,Tren
V0493,Perú,30,M,Cajamarca,Cajamarca,2025-09-11,4,2220,Tren
V0494,España,20,F,Líneas de Nazca,Cajamarca,2025-01-05,5,4438,Bus
V0495,España,32,M,Líneas de Nazca,Cusco,2025-03-01,1,2675,
V0496,Ecuador,49,F,Amazonas,Lima,2025-01-17,10,706,Tren
V0497,Argentina,43,M,Líneas de Nazca,La Libertad,2025-06-01,4,1516,
V0498,Ecuador,27,F,Lago Titicaca,Ica,2025-09-05,3,1411,Bus
V0499,EEUU,52,F,Machu Picchu,Puno,2025-09-05,10,3884,Auto
V0500,Perú,30,F,Amazonas,Loreto,2025-03-28,1,3510,Bus
V0501,Colombia,34,F,Machu Picchu,Loreto,2025-12-25,2,3565,Avión
V0502,Colombia,20,M,Chan Chan,Lima,2025-05-07,5,3954,Tren
V0503,Argentina,26,F,Caral,Cajamarca,2025-02-23,10,1993,Tren
V0504,Colombia,36,F,Lago Titicaca,La Libertad,2025-05-11,5,4347,Auto
V0505,Francia,45,M,Lago Titicaca,La Libertad,2025-02-06,2,3110,Tren
V0506,Brasil,25,M,Cajamarca,Cusco,2025-01-16,7,907,
V0507,Argentina,44,M,Cajamarca,Loreto,2025-01-17,3,4234,Bus
V0508,Francia,21,F,Caral,Puno,2025-01-17,4,3801,
V0509,Argentina,20,M,Líneas de Nazca,Cusco,2025-09-27,1,426,
V0510,Colombia,60,M,Chan Chan,Cajamarca,2025-10-14,2,702,Tren
V0511,EEUU,69,M,Caral,La Libertad,2025-12-06,2,3999,Tren
V0512,Brasil,50,M,Machu Picchu,Cajamarca,2025-05-09,5,4139,Bus
V0513,Argentina,35,M,Machu Picchu,Loreto,2025-03-21,10,2251,Auto
V0514,España,39,F,Lago Titicaca,La Libertad,2025-10-15,8,1094,Tren
V0515,Perú,47,F,Líneas de Nazca,Cusco,2025-10-04,1,1554,Bus
V0516,Colombia,26,M,Caral,Loreto,2025-02-17,8,1469,Avión
V0517,Colombia,67,M,Amazonas,La Libertad,2025-12-14,5,4113,Tren
V0518,Brasil,40,F,Lago Titicaca,Loreto,2025-04-14,8,3385,
V0519,Chile,32,M,Líneas de Nazca,Loreto,2025-04-28,8,4828,Avión
V0520,Argentina,52,M,Amazonas,Ica,2025-09-28,10,2571,
V0521,Ecuador,51,F,Líneas de Nazca,Loreto,2025-03-11,9,2212,Tren
V0522,Colombia,59,M,Caral,Lima,2025-02-28,6,2921,
V0523,Perú,46,F,Amazonas,Cusco,2025-11-06,10,3492,Tren
V0524,Argentina,66,F,Lago Titicaca,Cajamarca,2025-04-07,6,3152,Avión
V0525,EEUU,70,F,Caral,Ica,2025-01-21,7,2471,Tren
V0526,España,38,F,Lago Titicaca,Cajamarca,2025-08-23,5,1108,Auto
V0527,Chile,70,F,Cajamarca,Puno,2025-06-15,5,2970,Tren
V0528,Argentina,31,M,Cajamarca,La Libertad,2025-06-08,7,698,Bus
V0529,EEUU,18,F,Amazonas,La Libertad,2025-05-01,10,788,Tren
V0530,Perú,39,F,Chan Chan,Cajamarca,2025-06-06,1,2037,Tren
V0531,Perú,25,F,Amazonas,Loreto,2025-06-24,6,627,Auto
V0532,España,46,M,Amazonas,Loreto,2025-05-23,6,1254,
V0533,Chile,24,M,Lago Titicaca,Ica,2025-01-07,6,2373,Bus
V0534,Perú,67,F,Lago Titicaca,Loreto,2025-06-18,3,3081,Bus
V0535,Perú,26,M,Lago Titicaca,Puno,2025-08-07,4,1268,
V0536,España,48,F,Caral,Loreto,2025-10-07,7,4881,Tren
V0537,Francia,58,M,Amazonas,Lima,2025-02-14,1,1024,Tren
V0538,EEUU,18,M,Amazonas,La Libertad,2025-08-28,10,4702,Bus
V0539,Chile,39,F,Amazonas,Ica,2025-08-07,6,2009,Auto
V0540,Francia,58,M,Machu Picchu,Puno,2025-10-10,1,2355,Tren
V0541,Ecuador,37,F,Lago Titicaca,Puno,2025-03-03,10,582,Tren
V0542,Francia,28,M,Cajamarca,La Libertad,2025-11-08,10,3914,Auto
V0543,Chile,31,F,Lago Titicaca,Lima,2025-03-28,7,4347,Tren
V0544,Ecuador,51,M,Caral,Ica,2025-08-21,10,501,
V0545,Ecuador,37,M,,Puno,2025-09-26,2,885,Auto
V0546,Brasil,23,M,Lago Titicaca,Puno,2025-08-25,4,2477,Avión
V0547,Perú,60,M,Cajamarca,Cusco,2025-11-26,2,4908,Bus
V0548,España,39,M,Chan Chan,Loreto,2025-02-21,4,1512,
V0549,Francia,59,F,Chan Chan,Loreto,2025-06-17,10,3057,Auto
V0550,Chile,63,F,Amazonas,Cajamarca,2025-12-21,8,3577,Avión
V0551,Perú,56,M,Amazonas,Cusco,2025-05-25,9,2023,Bus
V0552,Ecuador,47,M,Lago Titicaca,Cusco,2025-09-28,5,4595,Auto
V0553,Perú,36,M,Amazonas,Cusco,2025-07-01,1,4879,Avión
V0554,Perú,50,F,Cajamarca,Cusco,2025-10-07,6,2283,Bus
V0555,Argentina,54,M,Cajamarca,La Libertad,2025-05-24,1,1231,Tren
V0556,Chile,34,F,Amazonas,Ica,2025-02-18,2,3231,Avión
V0557,Chile,39,M,Lago Titicaca,La Libertad,2025-11-05,9,2380,Tren
V0558,Perú,47,F,,Cajamarca,2025-03-21,10,1119,Tren
V0559,EEUU,29,F,Líneas de Nazca,Ica,2025-12-05,3,1129,Auto
V0560,EEUU,24,M,Amazonas,Lima,2025-03-05,9,3027,Avión
V0561,EEUU,45,F,Caral,Loreto,2025-10-11,1,830,Auto
V0562,Brasil,49,F,,Ica,2025-04-12,7,2819,Tren
V0563,Perú,46,F,Amazonas,Puno,2025-10-21,5,989,
V0564,Colombia,31,M,Cajamarca,Cajamarca,2025-02-23,3,3968,Tren
V0565,Argentina,20,F,,Puno,2025-04-27,5,378,
V0566,España,69,M,Cajamarca,Lima,2025-07-21,7,1037,Auto
V0567,Ecuador,60,M,Cajamarca,Ica,2025-02-06,1,3570,Tren
V0568,España,60,M,Lago Titicaca,Puno,2025-01-23,1,3820,Tren
V0569,Colombia,29,M,Cajamarca,Cusco,2025-03-17,4,2100,Bus
V0570,Francia,68,F,Líneas de Nazca,Cajamarca,2025-05-23,3,2808,Bus
V0571,Chile,50,M,Cajamarca,Cajamarca,2025-07-16,7,2029,Auto
V0572,Ecuador,27,M,Chan Chan,Loreto,2025-11-06,4,4684,Auto
V0573,Perú,48,M,Cajamarca,Ica,2025-04-21,4,3866,
V0574,Chile,42,F,Caral,Ica,2025-02-19,6,4579,
V0575,EEUU,64,F,Chan Chan,Cusco,2025-04-02,3,868,Avión
V0576,Ecuador,68,F,Machu Picchu,Loreto,2025-12-23,7,856,Tren
V0577,Ecuador,25,M,Lago Titicaca,Loreto,2025-01-02,6,1515,Auto
V0578,Argentina,42,F,Líneas de Nazca,Ica,2025-12-25,9,3638,Tren
V0579,Brasil,70,F,Caral,Puno,2025-09-27,2,445,
V0580,España,56,F,Caral,La Libertad,2025-07-07,4,2638,Bus
V0581,Francia,40,F,Lago Titicaca,Cajamarca,2025-10-17,3,2662,Auto
V0582,Colombia,31,M,Amazonas,Lima,2025-03-28,8,4796,
V0583,Ecuador,31,M,Caral,La Libertad,2025-12-24,9,3230,Bus
V0584,Colombia,30,M,Cajamarca,Loreto,2025-04-03,1,3703,
V0585,Francia,20,F,,Loreto,2025-01-24,5,4295,Avión
V0586,EEUU,46,M,Caral,La Libertad,2025-08-13,1,2176,Bus
V0587,Perú,26,F,Caral,Loreto,2025-07-27,2,2253,Auto
V0588,Brasil,42,M,Chan Chan,Cajamarca,2025-03-22,2,1834,Bus
V0589,EEUU,22,F,Amazonas,Loreto,2025-08-08,6,3554,
V0590,Chile,24,F,Caral,Lima,2025-06-18,8,1658,Auto
V0591,Colombia,30,M,Chan Chan,Loreto,2025-10-10,7,4198,Tren
V0592,Argentina,54,M,Lago Titicaca,Cusco,2025-04-09,8,611,Tren
V0593,España,29,M,Chan Chan,Lima,2025-01-09,3,2236,Auto
V0594,Francia,26,M,Caral,Loreto,2025-08-24,3,326,Tren
V0595,Ecuador,56,F,Líneas de Nazca,Ica,2025-04-25,1,2298,Bus
V0596,Chile,60,F,Líneas de Nazca,Lima,2025-04-03,4,4721,
V0597,Perú,69,F,Chan Chan,Cajamarca,2025-01-02,4,3389,
V0598,EEUU,35,M,Chan Chan,Cajamarca,2025-09-04,8,3274,Auto
V0599,Francia,41,F,Amazonas,La Libertad,2025-11-20,5,3882,Bus
V0600,Brasil,61,F,Caral,Cajamarca,2025-03-23,5,1121,Tren
V0601,España,68,F,Líneas de Nazca,Cajamarca,2025-01-23,6,2898,Auto
V0602,Chile,22,M,,La Libertad,2025-11-21,3,4541,Tren
V0603,Colombia,38,F,Machu Picchu,Lima,2025-01-16,2,1484,Tren
V0604,Colombia,18,M,Caral,Puno,2025-02-26,5,1950,Avión
V0605,Colombia,31,F,Machu Picchu,Cusco,2025-07-16,7,4944,Avión
V0606,Chile,50,M,Líneas de Nazca,Cusco,2025-03-10,1,3656,
V0607,EEUU,28,M,Caral,Cajamarca,2025-08-02,9,3440,Auto
V0608,España,34,M,Machu Picchu,Puno,2025-12-15,1,4939,Auto
V0609,Perú,44,M,Caral,Loreto,2025-10-19,5,2477,
V0610,EEUU,59,M,Líneas de Nazca,Cusco,2025-03-17,5,970,Avión
V0611,Colombia,28,F,Lago Titicaca,Cajamarca,2025-09-27,2,2368,Avión
V0612,España,26,M,Amazonas,Puno,2025-11-10,10,4364,Tren
V0613,Ecuador,37,M,Machu Picchu,Cusco,2025-05-20,1,3089,Tren
V0614,Colombia,23,M,Amazonas,Puno,2025-06-07,9,3802,Tren
V0615,Ecuador,46,F,Amazonas,Puno,2025-09-15,4,3684,Avión
V0616,EEUU,37,F,Machu Picchu,Puno,2025-05-02,2,1813,Bus
V0617,España,52,F,Machu Picchu,Cusco,2025-12-16,2,4351,Tren
V0618,Colombia,31,M,Amazonas,Lima,2025-07-03,6,861,Avión
V0619,Brasil,32,F,Caral,Ica,2025-12-19,8,840,
V0620,España,24,M,Machu Picchu,Lima,2025-05-15,8,3477,Bus
V0621,España,70,M,Chan Chan,Puno,2025-11-08,9,2453,
V0622,España,27,F,Machu Picchu,Ica,2025-07-07,8,4305,
V0623,Ecuador,33,F,Chan Chan,Loreto,2025-09-14,10,898,Tren
V0624,Francia,58,M,Lago Titicaca,Lima,2025-03-11,7,1118,Auto
V0625,Brasil,49,M,Machu Picchu,Cajamarca,2025-09-12,7,4259,Auto
V0626,Ecuador,20,M,Cajamarca,Loreto,2025-06-21,1,4649,Bus
V0627,Brasil,34,F,Líneas de Nazca,Loreto,2025-07-03,5,2699,
V0628,Chile,27,M,Líneas de Nazca,Ica,2025-07-01,8,516,Bus
V0629,Chile,50,F,Caral,Puno,2025-12-15,10,721,
V0630,EEUU,65,F,Cajamarca,Cajamarca,2025-02-09,8,4830,
V0631,Colombia,45,M,Caral,Cajamarca,2025-07-14,6,4499,Tren
V0632,Ecuador,23,M,Líneas de Nazca,Puno,2025-09-18,4,4090,Tren
V0633,España,34,F,Machu Picchu,Cajamarca,2025-04-18,8,3157,Bus
V0634,Chile,43,F,Amazonas,La Libertad,2025-04-16,9,536,Avión
V0635,Chile,35,F,Líneas de Nazca,Cusco,2025-03-20,10,2491,Tren
V0636,Argentina,28,F,Caral,Loreto,2025-08-02,4,4551,
V0637,EEUU,58,F,Machu Picchu,Ica,2025-05-01,10,3457,Tren
V0638,Argentina,30,M,Chan Chan,Loreto,2025-07-01,8,4227,Auto
V0639,Argentina,35,M,Machu Picchu,Lima,2025-09-27,4,1336,
V0640,Brasil,27,F,Machu Picchu,Ica,2025-08-12,8,2380,Avión
V0641,Ecuador,63,M,Lago Titicaca,Puno,2025-03-16,4,3192,
V0642,Ecuador,38,F,Machu Picchu,Puno,2025-08-06,8,1857,Tren
V0643,Colombia,27,F,Cajamarca,Ica,2025-09-10,6,1100,Tren
V0644,EEUU,62,F,Lago Titicaca,Puno,2025-06-15,7,4147,
V0645,EEUU,38,M,Cajamarca,Cajamarca,2025-03-02,5,1012,Avión
V0646,Ecuador,20,F,Amazonas,Cusco,2025-11-21,5,3692,Tren
V0647,Brasil,41,M,Cajamarca,La Libertad,2025-06-05,6,4666,Auto
V0648,Ecuador,57,F,Machu Picchu,Ica,2025-08-21,1,4650,Avión
V0649,EEUU,29,F,Lago Titicaca,Puno,2025-05-23,10,2898,Avión
V0650,Brasil,53,F,Machu Picchu,Cusco,2025-05-10,8,794,Auto
V0651,Argentina,20,F,Líneas de Nazca,Cajamarca,2025-09-13,8,4228,Bus
V0652,Argentina,52,M,Machu Picchu,Puno,2025-03-18,3,3971,
V0653,Perú,44,F,Líneas de Nazca,Cusco,2025-02-08,1,968,Tren
V0654,Perú,53,F,Machu Picchu,Cusco,2025-12-04,9,4726,Auto
V0655,Chile,35,M,Líneas de Nazca,Puno,2025-02-09,2,3683,
V0656,EEUU,18,M,Caral,Lima,2025-03-12,3,1453,Auto
V0657,Francia,35,F,Machu Picchu,Loreto,2025-10-22,9,540,Auto
V0658,Chile,29,F,Lago Titicaca,Ica,2025-12-13,7,2170,Tren
V0659,Perú,52,F,Lago Titicaca,Cusco,2025-09-15,7,3321,Bus
V0660,EEUU,43,M,Machu Picchu,Cajamarca,2025-05-05,4,3491,
V0661,Brasil,55,M,Cajamarca,Lima,2025-01-16,8,4875,Tren
V0662,Ecuador,67,M,Machu Picchu,La Libertad,2025-12-27,7,4048,Bus
V0663,Brasil,27,F,Amazonas,Cajamarca,2025-03-23,5,1015,Avión
V0664,Francia,35,M,Líneas de Nazca,La Libertad,2025-11-03,6,908,Avión
V0665,España,47,M,Chan Chan,Cajamarca,2025-05-13,3,2877,Tren
V0666,Brasil,58,M,Chan Chan,Lima,2025-01-28,5,816,Bus
V0667,Chile,43,F,Caral,Lima,2025-03-07,1,2194,Bus
V0668,España,32,M,Líneas de Nazca,Cusco,2025-03-08,3,1027,Bus
V0669,España,23,M,Machu Picchu,Ica,2025-05-27,5,4001,Bus
V0670,Brasil,65,M,Líneas de Nazca,Cusco,2025-01-24,7,1778,Bus
V0671,Brasil,41,F,,Puno,2025-09-01,3,3787,Avión
V0672,Francia,59,F,Cajamarca,Puno,2025-10-16,5,1036,Bus
V0673,Brasil,33,M,Lago Titicaca,Lima,2025-12-06,5,2833,
V0674,Francia,22,M,Líneas de Nazca,Lima,2025-01-02,8,429,Avión
V0675,Brasil,61,F,Lago Titicaca,Cusco,2025-04-06,5,1510,
V0676,Francia,63,M,Caral,Puno,2025-07-19,6,1062,
V0677,Francia,56,M,Líneas de Nazca,Lima,2025-05-28,10,4294,Bus
V0678,Perú,46,F,Líneas de Nazca,Ica,2025-05-06,1,1475,Auto
V0679,Chile,47,M,Cajamarca,Puno,2025-11-15,2,3571,Bus
V0680,Ecuador,26,F,Chan Chan,Ica,2025-03-05,1,4195,Avión
V0681,Brasil,25,F,Machu Picchu,Lima,2025-03-04,2,3203,Bus
V0682,Perú,35,F,Chan Chan,La Libertad,2025-04-25,5,3200,Avión
V0683,Brasil,46,F,Amazonas,Loreto,2025-10-01,4,4608,
V0684,Ecuador,29,M,Machu Picchu,Ica,2025-11-20,6,3892,Bus
V0685,Colombia,41,M,Caral,Lima,2025-08-14,5,2685,Auto
V0686,Perú,57,M,Lago Titicaca,Ica,2025-07-14,2,3095,
V0687,Brasil,25,F,Lago Titicaca,Cajamarca,2025-11-24,1,1129,
V0688,Chile,46,F,Cajamarca,Puno,2025-05-18,4,1545,Tren
V0689,Chile,51,F,Cajamarca,Lima,2025-10-24,9,3825,Tren
V0690,EEUU,65,M,Caral,Cusco,2025-11-27,4,3344,
V0691,Francia,50,F,Cajamarca,Ica,2025-09-25,8,1903,Avión
V0692,España,59,M,Machu Picchu,Cajamarca,2025-04-23,6,3848,Avión
V0693,EEUU,69,F,Líneas de Nazca,Loreto,2025-12-09,3,1707,Tren
V0694,Chile,45,M,Lago Titicaca,Cajamarca,2025-10-23,3,3214,Bus
V0695,Colombia,31,F,Machu Picchu,Cajamarca,2025-05-15,6,4749,
V0696,Perú,64,M,Lago Titicaca,Ica,2025-10-10,5,3192,Bus
V0697,Perú,40,F,Amazonas,Ica,2025-11-07,7,3022,Bus
V0698,Colombia,55,F,Chan Chan,Loreto,2025-12-03,1,751,Avión
