id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V0716,España,37,F,Lago Titicaca,Puno,2025-01-14,3,4364.0,Desconocido
V0717,Argentina,35,F,Lago Titicaca,Cusco,2025-03-15,3,3054.0,Desconocido
V0718,Chile,69,M,Machu Picchu,Cusco,2025-09-24,6,1134.0,Avión
V0719,Ecuador,63,M,Amazonas,Lima,2025-09-28,5,2374.0,Avión
V0720,Argentina,34,M,Lago Titicaca,Puno,2025-04-28,4,1824.0,Desconocido
V0721,EEUU,39,F,Caral,La Libertad,2025-02-03,2,593.0,Bus
V0722,Brasil,66,F,Lago Titicaca,Ica,2025-01-25,9,646.0,Avión
V0723,Colombia,35,M,Cajamarca,Loreto,2025-08-27,3,3819.0,Desconocido
V0724,Perú,45,F,Chan Chan,Puno,2025-11-18,9,2540.0,Avión
V0725,Perú,42,F,Líneas de Nazca,La Libertad,2025-02-16,4,2333.0,Desconocido
V0726,Brasil,39,F,Machu Picchu,Loreto,2025-06-04,4,3668.0,Tren
V0727,EEUU,36,F,Cajamarca,Loreto,2025-08-05,8,1593.0,Avión
V0728,Francia,37,M,Líneas de Nazca,Puno,2025-05-21,5,1076.0,Auto
V0729,Chile,46,F,Amazonas,Lima,2025-02-21,1,2516.0,Tren
V0730,Ecuador,59,F,Lago Titicaca,Lima,2025-11-07,8,1933.0,Avión
V0731,Ecuador,55,M,Chan Chan,La Libertad,2025-05-26,4,2730.0,Avión
V0732,Ecuador,43,F,Machu Picchu,Puno,2025-07-22,8,1844.0,Avión
V0733,Francia,49,F,Chan Chan,Cajamarca,2025-11-28,5,3232.0,Avión
V0734,Argentina,30,F,Caral,Cusco,2025-04-13,9,1137.0,Desconocido
V0735,España,60,M,Lago Titicaca,Cajamarca,2025-11-09,8,3547.0,Bus
V0736,Colombia,21,F,Líneas de Nazca,Ica,2025-10-27,8,1842.0,Tren
V0737,EEUU,69,M,Machu Picchu,Loreto,2025-11-15,10,1470.0,Bus
V0738,España,60,F,Chan Chan,Cusco,2025-10-19,6,3871.0,Avión
V0739,EEUU,25,F,Lago Titicaca,Cajamarca,2025-05-10,10,2042.0,Desconocido
V0740,Francia,69,M,Lago Titicaca,La Libertad,2025-05-22,8,4160.0,Bus
V0741,Colombia,53,F,Amazonas,Loreto,2025-02-14,8,2395.0,Auto
V0742,EEUU,40,M,Amazonas,Puno,2025-09-24,8,1215.0,Bus
V0743,Chile,20,M,Chan Chan,Cusco,2025-12-10,2,1412.0,Tren
V0744,Chile,38,M,Caral,Ica,2025-06-08,8,1574.0,Bus
V0745,EEUU,52,M,Chan Chan,Cusco,2025-10-07,9,524.0,Tren
V0746,Argentina,42,M,Líneas de Nazca,La Libertad,2025-02-19,1,4243.0,Avión
V0747,España,34,M,Líneas de Nazca,Cajamarca,2025-12-14,2,3632.0,Desconocido
V0748,Argentina,60,F,Lago Titicaca,La Libertad,2025-04-11,1,1125.0,Avión
V0749,Chile,20,F,Chan Chan,La Libertad,2025-06-18,4,4454.0,Auto
V0750,Perú,36,F,Líneas de Nazca,Ica,2025-02-17,3,1639.0,Bus
V0751,EEUU,18,M,Machu Picchu,Lima,2025-12-09,8,1026.0,Bus
V0752,Argentina,35,F,Amazonas,Cusco,2025-01-19,5,3956.0,Desconocido
V0753,Perú,37,M,Machu Picchu,Lima,2025-01-17,10,3344.0,Tren
V0754,España,49,F,Caral,Lima,2025-10-06,4,1959.0,Desconocido
V0755,Francia,20,F,Amazonas,Cusco,2025-02-25,4,2057.0,Bus
V0756,EEUU,36,F,Lago Titicaca,Lima,2025-10-27,4,4764.0,Tren
V0757,Colombia,57,M,Lago Titicaca,Lima,2025-06-03,4,4059.0,Tren
V0758,Argentina,61,F,Líneas de Nazca,Ica,2025-02-10,3,2984.0,Bus
V0759,Argentina,26,F,Cajamarca,Puno,2025-01-12,10,1246.0,Tren
V0760,Argentina,49,M,Caral,Loreto,2025-04-08,10,855.0,Avión
V0761,EEUU,57,M,Lago Titicaca,Puno,2025-01-04,5,3771.0,Avión
V0762,Perú,28,F,Amazonas,Lima,2025-05-15,9,4765.0,Bus
V0763,Perú,30,F,Machu Picchu,La Libertad,2025-06-05,9,2265.0,Desconocido
V0764,Brasil,59,F,Lago Titicaca,La Libertad,2025-10-04,1,1103.0,Avión
V0765,Ecuador,54,M,Caral,Cajamarca,2025-11-26,3,734.0,Desconocido
V0766,Brasil,30,F,Lago Titicaca,Lima,2025-03-17,1,2924.0,Bus
V0767,Francia,49,F,Cajamarca,Cajamarca,2025-01-20,6,1824.0,Tren
V0768,Ecuador,41,M,Sin destino,Lima,2025-04-17,4,3549.0,Avión
V0769,Chile,19,M,Chan Chan,Loreto,2025-05-12,8,2183.0,Auto
V0770,Perú,18,M,Machu Picchu,Puno,2025-07-11,9,4220.0,Avión
V0771,Perú,20,M,Sin destino,Cajamarca,2025-09-03,3,3471.0,Avión
V0772,Argentina,27,F,Machu Picchu,Ica,2025-06-13,9,497.0,Tren
V0773,Brasil,37,F,Líneas de Nazca,Lima,2025-12-19,1,3453.0,Auto
V0774,España,35,M,Chan Chan,Cajamarca,2025-01-28,1,1553.0,Avión
V0775,Francia,35,M,Chan Chan,Cusco,2025-10-12,10,1718.0,Desconocido
V0776,Colombia,46,M,Machu Picchu,Lima,2025-06-09,4,3416.0,Tren
V0777,Ecuador,27,M,Líneas de Nazca,Loreto,2025-12-17,1,2940.0,Desconocido
V0778,Chile,36,F,Lago Titicaca,Cajamarca,2025-01-16,10,1396.0,Desconocido
V0779,Ecuador,43,F,Caral,Cusco,2025-12-18,3,1878.0,Desconocido
V0780,Colombia,23,F,Chan Chan,Loreto,2025-08-03,2,3783.0,Avión
V0781,Francia,30,M,Lago Titicaca,Lima,2025-01-04,8,4715.0,Bus
V0782,España,65,F,Amazonas,Loreto,2025-07-17,3,2739.0,Tren
V0783,Brasil,68,F,Caral,Cusco,2025-08-11,6,4151.0,Avión
V0784,Brasil,61,F,Machu Picchu,Loreto,2025-10-24,5,3236.0,Bus
V0785,Francia,37,M,Caral,Cusco,2025-11-08,5,805.0,Auto
V0786,Argentina,50,F,Machu Picchu,Loreto,2025-05-28,5,1445.0,Tren
V0787,Chile,40,F,Caral,Lima,2025-08-17,10,1539.0,Auto
V0788,Perú,32,M,Amazonas,Cusco,2025-04-18,10,3546.0,Bus
V0789,Francia,44,F,Líneas de Nazca,La Libertad,2025-07-26,10,2355.0,Tren
V0790,Francia,33,M,Líneas de Nazca,Ica,2025-10-18,3,4909.0,Bus
V0791,Argentina,43,M,Machu Picchu,Lima,2025-09-24,10,3041.0,Bus
V0792,EEUU,37,M,Lago Titicaca,Ica,2025-11-16,3,1653.0,Avión
V0793,Ecuador,45,F,Caral,Cajamarca,2025-04-26,2,1019.0,Bus
V0794,España,34,F,Machu Picchu,Ica,2025-04-17,8,1243.0,Auto
V0795,Chile,28,F,Chan Chan,Cusco,2025-09-24,5,2995.0,Bus
V0796,Francia,19,M,Cajamarca,Cajamarca,2025-10-27,10,889.0,Auto
V0797,Argentina,56,F,Amazonas,Loreto,2025-08-10,5,3571.0,Desconocido
V0798,Perú,39,M,Cajamarca,Puno,2025-04-10,6,3545.0,Avión
V0799,Chile,25,F,Cajamarca,Ica,2025-08-20,5,4978.0,Avión
V0800,Colombia,36,F,Amazonas,Lima,2025-09-13,10,2328.0,Bus
V0801,Chile,34,M,Machu Picchu,Loreto,2025-06-16,10,3261.0,Tren
V0802,Francia,46,M,Cajamarca,Puno,2025-10-16,10,1205.0,Tren
V0803,Perú,20,M,Líneas de Nazca,Puno,2025-03-17,10,885.0,Tren
V0804,Chile,66,M,Líneas de Nazca,La Libertad,2025-01-18,5,4136.0,Desconocido
V0805,Argentina,28,M,Cajamarca,Loreto,2025-11-23,3,4945.0,Tren
V0806,Francia,46,M,Amazonas,Lima,2025-11-02,6,676.0,Bus
V0807,Chile,19,F,Lago Titicaca,Cusco,2025-05-11,3,3559.0,Avión
V0808,Colombia,29,F,Amazonas,Loreto,2025-03-06,6,2937.0,Desconocido
V0809,España,52,M,Líneas de Nazca,La Libertad,2025-10-26,9,3025.0,Tren
V0810,Brasil,41,F,Líneas de Nazca,Cusco,2025-06-10,8,3072.0,Avión
V0811,Colombia,24,M,Machu Picchu,Lima,2025-08-17,1,3703.0,Auto
V0812,Chile,63,F,Cajamarca,Puno,2025-10-25,7,4716.0,Avión
V0813,España,63,F,Líneas de Nazca,Cajamarca,2025-01-22,2,861.0,Avión
V0814,España,37,M,Sin destino,Lima,2025-01-06,1,1651.0,Avión
V0815,Brasil,39,M,Chan Chan,Cusco,2025-04-03,2,1076.0,Bus
V0816,Francia,45,M,Machu Picchu,Ica,2025-08-05,8,470.0,Auto
V0817,Perú,25,F,Amazonas,La Libertad,2025-12-10,6,2047.0,Bus
V0818,España,32,F,Machu Picchu,Lima,2025-10-18,2,1317.0,Desconocido
V0819,Argentina,24,F,Líneas de Nazca,La Libertad,2025-09-07,7,2119.0,Auto
V0820,Brasil,35,F,Cajamarca,Puno,2025-05-01,4,3932.0,Avión
V0821,Chile,58,F,Sin destino,Ica,2025-12-25,6,975.0,Bus
V0822,Brasil,28,F,Caral,La Libertad,2025-10-01,4,3486.0,Bus
V0823,Chile,54,M,Líneas de Nazca,Puno,2025-07-08,9,1004.0,Bus
V0824,Francia,31,M,Machu Picchu,Cajamarca,2025-12-25,2,744.0,Tren
V0825,Colombia,30,M,Machu Picchu,Cusco,2025-02-13,4,406.0,Auto
V0826,Ecuador,61,M,Amazonas,Ica,2025-06-23,8,2617.0,Tren
V0827,España,30,F,Cajamarca,Lima,2025-03-12,5,1495.0,Tren
V0828,Brasil,23,M,Líneas de Nazca,La Libertad,2025-04-11,8,615.0,Bus
V0829,España,24,F,Cajamarca,Cajamarca,2025-03-02,6,2544.0,Bus
V0830,Perú,34,F,Lago Titicaca,Puno,2025-03-19,10,1607.0,Auto
V0831,Ecuador,42,M,Lago Titicaca,Cajamarca,2025-03-14,3,3260.0,Auto
V0832,España,66,M,Machu Picchu,Lima,2025-03-17,5,1734.0,Desconocido
V0833,Francia,40,F,Lago Titicaca,Ica,2025-07-14,9,3772.0,Desconocido
V0834,Ecuador,40,F,Líneas de Nazca,Loreto,2025-07-14,6,2704.0,Avión
V0835,Perú,44,F,Amazonas,Cajamarca,2025-09-17,2,903.0,Tren
V0836,España,19,F,Sin destino,Cusco,2025-10-22,4,682.0,Auto
V0837,Argentina,64,M,Cajamarca,Puno,2025-07-22,4,3611.0,Bus
V0838,España,69,F,Caral,Loreto,2025-05-19,7,644.0,Bus
V0839,España,60,M,Chan Chan,Cusco,2025-05-08,5,2271.0,Tren
V0840,Chile,18,M,Líneas de Nazca,Loreto,2025-04-16,10,4834.0,Auto
V0841,Colombia,44,F,Lago Titicaca,Cajamarca,2025-03-19,2,4374.0,Tren
V0842,Perú,48,M,Lago Titicaca,Lima,2025-02-23,6,3578.0,Avión
V0843,Francia,43,F,Sin destino,Puno,2025-05-09,3,2664.0,Auto
V0844,España,70,F,Cajamarca,Cajamarca,2025-07-28,8,2895.0,Tren
V0845,Chile,33,F,Machu Picchu,Cusco,2025-10-22,9,2184.0,Avión
V0846,Chile,54,F,Líneas de Nazca,Ica,2025-06-22,10,1684.0,Tren
V0847,España,66,M,Amazonas,Loreto,2025-04-24,4,1591.0,Desconocido
V0848,Chile,20,F,Caral,Puno,2025-10-04,4,3981.0,Auto
V0849,Perú,63,F,Cajamarca,Cajamarca,2025-02-16,9,2754.0,Auto
V0850,Francia,18,F,Amazonas,Ica,2025-02-20,3,1656.0,Avión
V0851,Colombia,27,M,Líneas de Nazca,Cusco,2025-03-20,4,4093.0,Auto
V0852,Argentina,34,F,Caral,Ica,2025-02-05,8,3438.0,Auto
V0853,Brasil,49,M,Líneas de Nazca,Cajamarca,2025-10-06,4,4915.0,Tren
V0854,Argentina,61,M,Cajamarca,Lima,2025-11-26,10,2710.0,Bus
V0855,Ecuador,26,F,Amazonas,Loreto,2025-01-02,8,3140.0,Bus
V0856,Perú,56,M,Caral,Cajamarca,2025-12-16,3,1326.0,Avión
V0857,Colombia,38,F,Caral,Lima,2025-11-11,9,3859.0,Bus
V0858,EEUU,19,M,Caral,Lima,2025-05-21,2,1170.0,Desconocido
V0859,Chile,38,F,Machu Picchu,Loreto,2025-06-14,1,1910.0,Desconocido
V0860,Colombia,49,F,Machu Picchu,Cusco,2025-01-02,9,3355.0,Avión
V0861,Chile,45,M,Chan Chan,Cusco,2025-06-26,7,692.0,Desconocido
V0862,Ecuador,61,M,Sin destino,Puno,2025-09-24,2,734.0,Desconocido
V0863,España,35,F,Machu Picchu,Ica,2025-03-09,7,962.0,Desconocido
V0864,Argentina,22,F,Machu Picchu,Ica,2025-01-03,3,4988.0,Desconocido
V0865,EEUU,68,F,Lago Titicaca,Puno,2025-02-25,5,3204.0,Desconocido
V0866,Chile,70,M,Amazonas,Ica,2025-02-11,6,304.0,Auto
V0867,España,55,M,Caral,Loreto,2025-05-05,8,2403.0,Avión
V0868,Argentina,45,M,Lago Titicaca,Lima,2025-06-19,5,2768.0,Tren
V0869,Francia,28,M,Caral,Cusco,2025-05-09,9,1932.0,Avión
V0870,EEUU,51,F,Chan Chan,Lima,2025-11-04,6,3931.0,Desconocido
V0871,Brasil,25,F,Caral,La Libertad,2025-10-01,4,920.0,Avión
V0872,Perú,44,F,Caral,Cusco,2025-12-09,10,3504.0,Desconocido
V0873,España,48,M,Amazonas,Loreto,2025-09-13,7,1022.0,Tren
V0874,EEUU,68,F,Cajamarca,Puno,2025-09-21,3,4252.0,Tren
V0875,Argentina,25,F,Lago Titicaca,Lima,2025-04-27,3,4380.0,Auto
V0876,Francia,59,F,Machu Picchu,Loreto,2025-02-16,5,2243.0,Tren
V0877,Francia,26,M,Líneas de Nazca,La Libertad,2025-01-01,2,1630.0,Bus
V0878,EEUU,57,M,Chan Chan,Lima,2025-04-06,5,1677.0,Tren
V0879,EEUU,53,M,Chan Chan,Cajamarca,2025-04-17,1,713.0,Avión
V0880,Ecuador,68,M,Caral,Cusco,2025-10-02,2,4998.0,Bus
V0881,Ecuador,62,F,Líneas de Nazca,Cajamarca,2025-10-24,6,1039.0,Bus
V0882,Francia,69,F,Amazonas,Cusco,2025-01-25,10,1278.0,Bus
V0883,Perú,48,M,Machu Picchu,Puno,2025-03-16,6,1405.0,Bus
V0884,España,57,M,Cajamarca,Loreto,2025-08-02,8,2684.0,Bus
V0885,Argentina,43,M,Machu Picchu,Loreto,2025-11-26,10,4066.0,Desconocido
V0886,Ecuador,44,M,Chan Chan,Cajamarca,2025-03-28,5,2349.0,Tren
V0887,Argentina,50,M,Lago Titicaca,Lima,2025-06-25,6,1882.0,Tren
V0888,Ecuador,49,M,Caral,Ica,2025-08-01,10,2322.0,Bus
V0889,Ecuador,19,M,Machu Picchu,Puno,2025-11-11,6,4497.0,Auto
V0890,EEUU,47,F,Cajamarca,La Libertad,2025-05-15,3,4835.0,Desconocido
V0891,Argentina,27,M,Cajamarca,La Libertad,2025-08-22,5,1040.0,Desconocido
V0892,Colombia,68,F,Cajamarca,Cajamarca,2025-04-24,10,3780.0,Tren
V0893,Colombia,38,M,Amazonas,Puno,2025-10-16,5,4119.0,Desconocido
V0894,España,20,F,Machu Picchu,Ica,2025-09-17,4,1819.0,Auto
V0895,Chile,60,F,Caral,Puno,2025-07-09,6,632.0,Auto
V0896,Perú,40,F,Chan Chan,Lima,2025-07-24,9,2277.0,Auto
V0897,Colombia,62,M,Amazonas,Cajamarca,2025-02-13,2,4941.0,Tren
V0898,Argentina,26,F,Líneas de Nazca,Lima,2025-01-04,5,1692.0,Tren
V0899,España,24,M,Lago Titicaca,Lima,2025-09-15,10,1727.0,Auto
V0900,España,34,M,Amazonas,Puno,2025-08-05,9,391.0,Avión
V0901,Chile,54,F,Lago Titicaca,Cusco,2025-11-01,10,357.0,Desconocido
V0902,Argentina,69,M,Caral,Lima,2025-12-26,7,3629.0,Desconocido
V0903,Chile,67,M,Amazonas,Ica,2025-06-27,2,4730.0,Desconocido
V0904,Colombia,60,F,Machu Picchu,Lima,2025-02-24,8,3619.0,Bus
V0905,Francia,45,M,Líneas de Nazca,Cusco,2025-05-17,9,826.0,Tren
V0906,EEUU,28,F,Amazonas,Loreto,2025-10-04,9,479.0,Avión
V0907,Perú,25,F,Cajamarca,La Libertad,2025-08-02,9,942.0,Avión
V0908,Chile,63,F,Líneas de Nazca,La Libertad,2025-03-01,4,3640.0,Tren
V0909,Argentina,55,M,Líneas de Nazca,Lima,2025-06-05,3,2618.0,Tren
V0910,Perú,66,F,Amazonas,La Libertad,2025-10-10,3,801.0,Tren
V0911,Argentina,35,M,Cajamarca,La Libertad,2025-01-05,6,1725.0,Desconocido
V0912,Perú,41,M,Cajamarca,La Libertad,2025-01-06,9,1275.0,Avión
V0913,EEUU,53,M,Amazonas,Ica,2025-01-24,8,319.0,Auto
V0914,Perú,33,F,Amazonas,Cusco,2025-09-12,9,3543.0,Bus
V0915,Francia,46,M,Caral,Puno,2025-10-11,9,4427.0,Avión
V0916,Perú,33,F,Machu Picchu,La Libertad,2025-08-19,10,3579.0,Bus
V0917,Ecuador,63,M,Cajamarca,Puno,2025-09-17,10,1685.0,Auto
V0918,Brasil,21,M,Lago Titicaca,Lima,2025-02-18,10,4498.0,Avión
V0919,España,39,M,Amazonas,Loreto,2025-06-28,8,370.0,Auto
V0920,EEUU,62,M,Chan Chan,La Libertad,2025-10-01,10,3503.0,Bus
V0921,Ecuador,20,F,Lago Titicaca,Ica,2025-02-15,4,2566.0,Avión
V0922,Argentina,67,M,Lago Titicaca,Cajamarca,2025-06-19,9,1056.0,Desconocido
V0923,Brasil,42,M,Líneas de Nazca,Cajamarca,2025-02-24,1,492.0,Auto
V0924,Francia,48,M,Chan Chan,Cusco,2025-09-28,9,2614.0,Auto
V0925,Argentina,29,F,Amazonas,La Libertad,2025-03-02,1,764.0,Auto
V0926,España,31,F,Líneas de Nazca,La Libertad,2025-12-25,8,3296.0,Bus
V0927,Perú,34,F,Cajamarca,Ica,2025-05-13,2,4377.0,Bus
V0928,EEUU,67,M,Amazonas,Lima,2025-11-08,7,2842.0,Desconocido
V0929,Francia,46,M,Machu Picchu,Loreto,2025-10-20,4,1679.0,Desconocido
V0930,EEUU,29,F,Líneas de Nazca,Cusco,2025-03-04,7,3001.0,Bus
V0931,Perú,50,M,Chan Chan,Ica,2025-11-11,5,2331.0,Bus
V0932,Ecuador,37,F,Cajamarca,Puno,2025-11-19,1,4146.0,Auto
V0933,EEUU,18,F,Líneas de Nazca,La Libertad,2025-04-25,7,3473.0,Auto
V0934,Perú,35,F,Amazonas,La Libertad,2025-06-03,8,2406.0,Tren
V0935,EEUU,45,F,Amazonas,Ica,2025-03-10,9,841.0,Bus
V0936,EEUU,54,M,Amazonas,Loreto,2025-08-27,10,790.0,Bus
V0937,Argentina,19,M,Chan Chan,Cajamarca,2025-03-28,4,1160.0,Auto
V0938,Colombia,61,F,Machu Picchu,Cusco,2025-01-27,7,4501.0,Auto
V0939,Perú,26,F,Líneas de Nazca,Cusco,2025-07-24,6,3799.0,Desconocido
V0940,Ecuador,39,M,Machu Picchu,Ica,2025-05-03,4,3964.0,Avión
V0941,Argentina,23,F,Machu Picchu,Cajamarca,2025-11-26,9,3087.0,Desconocido
V0942,Perú,27,F,Lago Titicaca,Lima,2025-03-11,5,1341.0,Tren
V0943,Chile,42,F,Chan Chan,Ica,2025-09-19,5,3132.0,Desconocido
V0944,Perú,47,M,Cajamarca,La Libertad,2025-02-14,8,2839.0,Desconocido
V0945,Ecuador,58,F,Machu Picchu,Puno,2025-07-08,1,4651.0,Tren
V0946,Francia,19,M,Cajamarca,Cajamarca,2025-08-04,6,1771.0,Auto
V0947,Argentina,69,F,Lago Titicaca,Cusco,2025-08-13,3,4830.0,Bus
V0948,Perú,53,M,Amazonas,La Libertad,2025-02-02,9,2549.0,Auto
V0949,Ecuador,68,M,Machu Picchu,Lima,2025-06-08,1,3436.0,Auto
V0950,España,60,F,Cajamarca,Puno,2025-07-03,1,3049.0,Tren
V0951,EEUU,24,M,Lago Titicaca,Puno,2025-07-05,2,2108.0,Avión
V0952,España,68,F,Chan Chan,Cusco,2025-11-27,1,2514.0,Tren
V0953,EEUU,56,F,Amazonas,Loreto,2025-11-08,8,683.0,Tren
V0954,EEUU,69,M,Líneas de Nazca,Puno,2025-06-23,3,4368.0,Avión
V0955,Colombia,27,M,Machu Picchu,Lima,2025-03-09,1,3866.0,Desconocido
V0956,Ecuador,24,F,Machu Picchu,Cajamarca,2025-06-08,4,4928.0,Tren
V0957,Brasil,60,F,Amazonas,Cajamarca,2025-03-04,8,1648.0,Desconocido
V0958,Colombia,65,M,Amazonas,Cusco,2025-03-28,8,2533.0,Auto
V0959,EEUU,30,F,Machu Picchu,Cusco,2025-08-07,10,963.0,Bus
V0960,EEUU,36,F,Caral,Loreto,2025-01-10,5,505.0,Auto
V0961,Brasil,23,F,Caral,Loreto,2025-10-20,2,996.0,Tren
V0962,Argentina,62,M,Caral,Cajamarca,2025-12-23,10,4039.0,Auto
V0963,Brasil,63,M,Cajamarca,Cajamarca,2025-09-14,8,1765.0,Auto
V0964,Argentina,29,M,Amazonas,Loreto,2025-07-20,5,1805.0,Desconocido
V0965,Perú,62,F,Amazonas,Puno,2025-09-04,1,4644.0,Desconocido
V0966,Perú,60,F,Caral,Loreto,2025-02-28,2,1713.0,Desconocido
V0967,Ecuador,23,M,Caral,Puno,2025-04-27,5,598.0,Desconocido
V0968,Ecuador,45,F,Caral,Cajamarca,2025-04-03,8,2625.0,Bus
V0969,EEUU,68,M,Lago Titicaca,Puno,2025-05-22,7,2801.0,Avión
V0970,Colombia,31,F,Machu Picchu,Cajamarca,2025-09-14,8,511.0,Bus
V0971,Chile,39,M,Lago Titicaca,Cusco,2025-04-13,5,640.0,Desconocido
V0972,EEUU,22,F,Cajamarca,La Libertad,2025-10-16,7,4359.0,Tren
V0973,Francia,20,F,Amazonas,Cajamarca,2025-06-05,8,3802.0,Bus
V0974,Chile,38,M,Lago Titicaca,Cajamarca,2025-05-01,2,4230.0,Bus
V0975,Ecuador,57,M,Amazonas,Ica,2025-05-28,8,4934.0,Avión
V0976,Ecuador,46,M,Chan Chan,Cusco,2025-09-26,5,1066.0,Desconocido
V0977,Perú,47,M,Caral,Lima,2025-12-26,10,3450.0,Avión
V0978,España,18,F,Chan Chan,La Libertad,2025-02-05,10,519.0,Tren
V0979,España,62,M,Cajamarca,Loreto,2025-04-14,7,4015.0,Tren
V0980,Perú,64,M,Machu Picchu,Ica,2025-01-19,1,2370.0,Avión
V0981,Francia,47,F,Machu Picchu,Cajamarca,2025-07-23,7,1496.0,Auto
V0982,EEUU,50,F,Cajamarca,La Libertad,2025-11-26,9,4511.0,Desconocido
V0983,Chile,35,M,Cajamarca,Loreto,2025-07-26,6,4872.0,Tren
V0984,España,52,F,Cajamarca,La Libertad,2025-06-26,9,2605.0,Avión
V0985,EEUU,43,M,Cajamarca,Puno,2025-10-24,8,3244.0,Bus
V0986,Argentina,45,F,Caral,Ica,2025-08-13,1,2572.0,Tren
V0987,EEUU,60,F,Lago Titicaca,Cajamarca,2025-05-23,8,313.0,Bus
V0988,Ecuador,51,M,Chan Chan,La Libertad,2025-03-03,9,1266.0,Auto
V0989,Francia,56,M,Lago Titicaca,Puno,2025-07-28,1,3363.0,Auto
V0990,Perú,64,F,Cajamarca,Cajamarca,2025-06-05,7,1274.0,Desconocido
V0991,Brasil,26,M,Chan Chan,Lima,2025-11-16,4,4987.0,Desconocido
V0992,Colombia,22,F,Caral,Loreto,2025-09-03,8,849.0,Avión
V0993,Chile,51,M,Caral,Loreto,2025-06-03,10,2912.0,Desconocido
V0994,Colombia,64,F,Amazonas,Lima,2025-10-23,2,3348.0,Bus
V0995,Francia,45,F,Machu Picchu,Lima,2025-01-22,8,2193.0,Bus
V0996,Ecuador,32,M,Chan Chan,Cajamarca,2025-12-18,2,4806.0,Auto
V0997,Brasil,36,M,Machu Picchu,Loreto,2025-07-18,1,3724.0,Desconocido
V0998,Francia,59,M,Machu Picchu,Puno,2025-08-15,4,4479.0,Avión
V0999,Colombia,54,F,Machu Picchu,Cajamarca,2025-08-04,2,330.0,Tren
V1000,Chile,24,F,Caral,Cusco,2025-04-11,9,4706.0,Desconocido
V1001,EEUU,25,M,Machu Picchu,La Libertad,2025-01-13,10,433.0,Auto
V1002,EEUU,33,F,Lago Titicaca,Loreto,2025-12-14,1,338.0,Bus
V1003,Chile,56,M,Machu Picchu,La Libertad,2025-06-17,9,3953.0,Avión
V1004,Ecuador,50,M,Cajamarca,Lima,2025-10-15,7,3664.0,Avión
V1005,EEUU,70,F,Caral,Cajamarca,2025-09-19,8,4843.0,Tren
V1006,Chile,19,F,Chan Chan,Ica,2025-07-26,5,4554.0,Bus
V1007,Perú,19,M,Lago Titicaca,Lima,2025-01-17,1,969.0,Tren
V1008,Argentina,36,M,Cajamarca,Ica,2025-06-07,9,1104.0,Auto
V1009,Brasil,25,F,Chan Chan,Puno,2025-08-14,3,528.0,Tren
V1010,Colombia,49,M,Cajamarca,Cusco,2025-02-24,2,4901.0,Bus
V1011,Argentina,57,F,Machu Picchu,Cusco,2025-08-08,7,650.0,Auto
V1012,Brasil,49,M,Lago Titicaca,Ica,2025-04-05,5,1665.0,Avión
V1013,Colombia,27,M,Líneas de Nazca,Cajamarca,2025-04-26,10,535.0,Tren
V1014,Brasil,42,F,Cajamarca,Cajamarca,2025-05-04,1,4853.0,Desconocido
V1015,Chile,50,M,Machu Picchu,Lima,2025-11-13,2,3187.0,Tren
V1016,Brasil,45,M,Amazonas,Cusco,2025-12-20,6,1180.0,Auto
V1017,Francia,34,M,Cajamarca,Ica,2025-10-03,10,1926.0,Avión
V1018,Ecuador,43,F,Chan Chan,Loreto,2025-11-04,4,321.0,Auto
V1019,Francia,46,F,Caral,Loreto,2025-11-25,5,2615.0,Auto
V1020,España,23,M,Cajamarca,Loreto,2025-12-21,2,1493.0,Bus
V1021,EEUU,69,M,Amazonas,Cajamarca,2025-02-27,1,3258.0,Desconocido
V1022,Francia,53,F,Chan Chan,Lima,2025-10-15,2,1776.0,Avión
V1023,Perú,40,M,Líneas de Nazca,Cajamarca,2025-08-15,5,4787.0,Desconocido
V1024,Argentina,29,M,Amazonas,Lima,2025-03-12,10,4821.0,Auto
V1025,EEUU,22,M,Amazonas,Cusco,2025-09-09,7,1162.0,Tren
V1026,Colombia,70,M,Chan Chan,Puno,2025-09-05,9,3992.0,Desconocido
V1027,Perú,60,F,Lago Titicaca,Cajamarca,2025-10-10,3,1529.0,Tren
V1028,Francia,42,M,Cajamarca,Lima,2025-10-21,8,2206.0,Desconocido
V1029,Chile,61,F,Machu Picchu,La Libertad,2025-06-06,8,2057.0,Tren
V1030,Argentina,44,F,Lago Titicaca,La Libertad,2025-06-18,10,608.0,Auto
V1031,Perú,19,M,Cajamarca,Cusco,2025-04-18,6,443.0,Desconocido
V1032,Brasil,62,M,Machu Picchu,Cajamarca,2025-11-28,5,2333.0,Tren
V1033,Francia,65,M,Cajamarca,Cajamarca,2025-12-25,9,1879.0,Auto
V1034,España,49,F,Caral,La Libertad,2025-06-12,4,2275.0,Tren
V1035,Perú,66,M,Chan Chan,Puno,2025-05-24,8,3900.0,Desconocido
V1036,EEUU,70,M,Caral,Lima,2025-09-16,5,3688.0,Bus
V1037,Chile,19,M,Cajamarca,Cusco,2025-06-03,8,3614.0,Auto
V1038,EEUU,46,F,Amazonas,Cajamarca,2025-08-04,2,1645.0,Desconocido
V1039,España,20,F,Amazonas,Lima,2025-10-26,4,3062.0,Bus
V1040,Colombia,68,F,Cajamarca,Loreto,2025-06-20,5,1931.0,Bus
